Url,Sale_Year,Model_Type_List,T/M_Drive_List,Weight_List,MSRP,Brand,Title,Model,Dimension,Wheelbase,Tread front/rear,Dimension(Interior),Weight,Body Type,Doors,Riding Capacity,Engine Model,Maximum Power,Displacement,Compression Ratio,Fuel Supply Equipment,Fuel Type,Cylinders,Maximum Torque,Bore×Stroke,Charger,Fuel Tank Equipment,Steering System,Suspension System(front),Breaking System(front),Tires Size(front),Minimum Turning Radius,Suspension System(rear),Breaking System(rear),Tires Size(rear),Driving Wheel,Transmission,LSD,Gear_ratio,Final Drive Gear Ratio,Datetime
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095677/,Apr-15,GT LIMITED,6MTFR,1230kg,"¥3,090,763",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095676/,Apr-15,GT LIMITED,6ATFR,1250kg,"¥3,173,237",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095690/,Apr-15,STYLE CB,6MTFR,1230kg,"¥4,180,582",TOYOTA,TOYOTA 86 STYLE CB,DBA-ZN6,4310×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10095689/,Apr-15,STYLE CB,6ATFR,1250kg,"¥4,263,055",TOYOTA,TOYOTA 86 STYLE CB,DBA-ZN6,4310×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10108420/,Feb-15,14R,6MTFR,1230kg,"¥3,767,237",TOYOTA,TOYOTA 86 14R,DBA-ZN6,4285×1790×1325mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,225/40R18,5.4m,-,-,225/40R18,FR,6MT,-,"1st Gear:, 2nd Gear:, 3rd Gear:, 4th Gear:, Reverse:",,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10108419/,Feb-15,14R,6ATFR,1250kg,"¥3,849,710",TOYOTA,TOYOTA 86 14R,DBA-ZN6,4285×1790×1325mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,225/40R18,5.4m,-,-,225/40R18,FR,6AT,-,"1st Gear:, 2nd Gear:, 3rd Gear:, 4th Gear:, Reverse:",,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10094169/,Oct-14,14R-60 Limited Model,6MTFR,1230kg,"¥6,300,000",TOYOTA,TOYOTA 86 14R-60,DBA-ZN6,4335×1820×1305mm,2570mm,1560/1545mm,950×1490×1060mm,1230kg,Coupe,2,2,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,235/40R18,5.4m,-,-,235/40R18,FR,6MT,-,"1st Gear:2.907, 2nd Gear:2.036, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.555,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087680/,Jun-14,RC,6MTFR,1190kg,"¥2,056,909",TOYOTA,TOYOTA 86 RC,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1190kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087679/,Jun-14,G,6MTFR,1210kg,"¥2,488,909",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1210kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087677/,Jun-14,G,6ATFR,1230kg,"¥2,560,582",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6AT,,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087676/,Jun-14,GT,6MTFR,1230kg,"¥2,879,673",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087674/,Jun-14,GT,6ATFR,1250kg,"¥2,962,145",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087673/,Jun-14,GT LIMITED,6MTFR,1230kg,"¥3,065,237",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087671/,Jun-14,GT LIMITED,6ATFR,1250kg,"¥3,147,709",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1320mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087670/,Apr-14,RC,6MTFR,1190kg,"¥2,046,857",TOYOTA,TOYOTA 86 RC,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1190kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087669/,Apr-14,G,6MTFR,1210kg,"¥2,478,857",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1210kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087668/,Apr-14,G,6ATFR,1230kg,"¥2,550,857",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6AT,,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087667/,Apr-14,GT,6MTFR,1230kg,"¥2,869,714",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087666/,Apr-14,GT,6ATFR,1250kg,"¥2,952,000",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087665/,Apr-14,GT LIMITED,6MTFR,1230kg,"¥3,054,857",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087664/,Apr-14,GT LIMITED,6ATFR,1250kg,"¥3,137,143",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087688/,Jul-13,RC,6MTFR,1190kg,"¥1,990,000",TOYOTA,TOYOTA 86 RC,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1190kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087687/,Jul-13,G,6MTFR,1210kg,"¥2,410,000",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1210kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087686/,Jul-13,G,6ATFR,1230kg,"¥2,480,000",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6AT,,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087685/,Jul-13,GT,6MTFR,1230kg,"¥2,790,000",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087684/,Jul-13,GT,6ATFR,1250kg,"¥2,870,000",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087683/,Jul-13,GT LIMITED,6MTFR,1230kg,"¥2,970,000",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10087682/,Jul-13,GT LIMITED,6ATFR,1250kg,"¥3,050,000",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:40
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10074306/,Apr-12,RC,6MTFR,1190kg,"¥1,990,000",TOYOTA,TOYOTA 86 RC,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1190kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:41
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10074305/,Apr-12,G,6MTFR,1210kg,"¥2,410,000",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1210kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",3.727,11/24/2025 9:41
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10074304/,Apr-12,G,6ATFR,1230kg,"¥2,480,000",TOYOTA,TOYOTA 86 G,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,205/55R16 91V,5.4m,-,-,205/55R16 91V,FR,6AT,,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:41
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10074303/,Apr-12,GT,6MTFR,1230kg,"¥2,790,000",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:41
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10074302/,Apr-12,GT,6ATFR,1250kg,"¥2,870,000",TOYOTA,TOYOTA 86 GT,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:41
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10074301/,Apr-12,GT LIMITED,6MTFR,1230kg,"¥2,970,000",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1230kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6MT,-,"1st Gear:3.626, 2nd Gear:2.188, 3rd Gear:1.541, 4th Gear:1.213, 5th Gear:1.000, 6th Gear:0.767, Reverse:3.437",4.1,11/24/2025 9:41
https://www.goo-net-exchange.com/catalog/TOYOTA__86/10074300/,Apr-12,GT LIMITED,6ATFR,1250kg,"¥3,050,000",TOYOTA,TOYOTA 86 GT LIMITED,DBA-ZN6,4240×1775×1300mm,2570mm,1520/1540mm,1615×1490×1060mm,1250kg,Coupe,2,4,FA20,200ps(147kW)/7000rpm,1998cc,12.5,-,-,-,20.9kg・m(205N・m)/-rpm,86.0mm×86.0mm,-,50L,-,-,-,215/45R17 87W,5.4m,-,-,215/45R17 87W,FR,6AT,-,"1st Gear:3.538, 2nd Gear:2.060, 3rd Gear:1.404, 4th Gear:1.000, 5th Gear:0.713, 6th Gear:0.582, Reverse:3.168",4.1,11/24/2025 9:41
